Product Name,HSN Code,Old ERP Code / Existing Series,Item Categories (SKU),Product Description,Brand,"Country of Origin

","Model/Part Number

","Unit Price

",Currency,"Category


",Sub-Category,"Item Type

",Unit of Measure,Stock Quantity,MoQ,Reorder Level,Lead Time (Days)
SPIDER L-110,9954,2662,CNC Machined Parts,Spider L-110 used in industrial plant operations. Category: General.,Generic,India,GEN-JMZQ,45927.02,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,35,50,50,24
PAINTING BRUSH 4,9954,2663,Raw Material - Steel,Painting Brush 4 used in industrial plant operations. Category: Construction.,Tata Steel,India,CON-RB4K,7692.71,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Nos,487,2,97,19
CUTTING SET SPARE,9954,2664,Laptops & Computting,Cutting Set Spare used in industrial plant operations. Category: General.,OEM,India,GEN-MVXJ,17876.99,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,172,50,50,24
DRILL BIT 25MM,9954,2665,Store & Consumables,Drill Bit 25Mm used in industrial plant operations. Category: General.,Generic,India,GEN-SFES,19512.96,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,137,2,27,18
DRILL BIT 19MM,9954,2666,Raw Material,Drill Bit 19Mm used in industrial plant operations. Category: General.,Standard,India,GEN-GA5F,5826.75,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,202,50,50,15
DRILL BIT 16MM,9954,2667,Heavy Duty Valves,Drill Bit 16Mm used in industrial plant operations. Category: General.,Local,India,GEN-WX4G,9925.88,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,10,50,50,18
DRILL BIT 13.5MM,9954,2668,CNC Machined Parts,Drill Bit 13.5Mm used in industrial plant operations. Category: General.,OEM,India,GEN-GKL5,41708.99,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,267,25,53,17
DRILL BIT 12.5MM,9954,2669,Raw Material - Steel,Drill Bit 12.5Mm used in industrial plant operations. Category: General.,Local,India,GEN-AR3A,18834.71,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,203,25,41,20
DRILL BIT 14.15MM,9954,2670,Laptops & Computting,Drill Bit 14.15Mm used in industrial plant operations. Category: General.,Local,India,GEN-C2L2,22520.11,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,329,50,66,24
TAP 36MM,9954,2671,Store & Consumables,Tap 36Mm used in industrial plant operations. Category: General.,OEM,India,GEN-PXH8,29967.09,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,222,2,44,14
TAP 17.5MM,9954,2672,Raw Material,Tap 17.5Mm used in industrial plant operations. Category: General.,OEM,India,GEN-RSLF,45620.02,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,88,1,18,16
TAP 5/8MM,9954,2673,Heavy Duty Valves,Tap 5/8Mm used in industrial plant operations. Category: General.,Generic,India,GEN-6MC3,6864.3,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,198,25,40,21
TAP 12 X1.75,9954,2674,CNC Machined Parts,Tap 12 X1.75 used in industrial plant operations. Category: General.,OEM,India,GEN-FKC7,47761.5,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,121,1,24,12
TAP 16X2,9954,2675,Raw Material - Steel,Tap 16X2 used in industrial plant operations. Category: General.,Local,India,GEN-LYVH,12369.31,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,378,2,76,20
TAP 1/2,9954,2676,Laptops & Computting,Tap 1/2 used in industrial plant operations. Category: General.,Standard,India,GEN-FXL1,9158.29,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,203,1,41,15
HYDRAULIC OIL SEAL,9954,2677,Store & Consumables,Hydraulic Oil Seal used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-JTXU,7372.49,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,380,1,76,17
SS BALL VALVE 1,9954,2678,Raw Material,Ss Ball Valve 1 used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-U4BV,63889.91,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,370,2,74,15
SS BALL VALVE 3/4,9954,2679,Heavy Duty Valves,Ss Ball Valve 3/4 used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-C4D4,58680.11,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,393,5,79,22
CI BALL VALVE 40MM,9954,2680,CNC Machined Parts,Ci Ball Valve 40Mm used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-6DNF,32714.47,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,284,10,57,20
CI BALL VALVE 1/2,9954,2681,Raw Material - Steel,Ci Ball Valve 1/2 used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-6DVU,19734.58,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,209,5,42,18
SS BALL VALVE 40MM,9954,2682,Laptops & Computting,Ss Ball Valve 40Mm used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-4YBP,42794.29,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,236,50,50,22
CI GATE VALVE 1/2,9954,2683,Store & Consumables,Ci Gate Valve 1/2 used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-JLM1,29139.99,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,154,10,31,25
SS BALLVALVE 1/2,9954,2684,Raw Material,Ss Ballvalve 1/2 used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-2EQE,22284.95,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,67,25,25,16
BEARING SLEEVE H-318,9954,2685,Heavy Duty Valves,Bearing Sleeve H-318 used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-73GG,2762.74,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,33,5,7,16
BEARING SLEEVE H-317,9954,2686,CNC Machined Parts,Bearing Sleeve H-317 used in industrial plant operations. Category: Electrical.,L&T,India,ELE-JH9K,72942.51,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,56,10,11,27
BEARING SLEEVE H-316,9954,2687,Raw Material - Steel,Bearing Sleeve H-316 used in industrial plant operations. Category: Electrical.,L&T,India,ELE-R4PW,146519.28,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,304,50,61,22
BEARING SLEEVE H-320,9954,2688,Laptops & Computting,Bearing Sleeve H-320 used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-YTG1,3181.38,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,458,10,92,20
BEARING SLEEVE H-302,9954,2689,Store & Consumables,Bearing Sleeve H-302 used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-AZFA,1006.32,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,392,2,78,22
BEARING SLEEVE H-315,9954,2690,Raw Material,Bearing Sleeve H-315 used in industrial plant operations. Category: Electrical.,Havells,India,ELE-GP5A,94844.88,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,424,2,85,18
SS GATE VALVE 50MM,9954,2691,Heavy Duty Valves,Ss Gate Valve 50Mm used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-66UA,26710.33,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,483,10,97,27
HYDRAULIC CYLINDER OIL SEAL KIT,9954,2692,CNC Machined Parts,Hydraulic Cylinder Oil Seal Kit used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-F22C,33887.53,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,93,10,19,26
HYDRAULIC CYLINDER OIL SEAL KIT,9954,2693,Raw Material - Steel,Hydraulic Cylinder Oil Seal Kit used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-75GU,66726.2,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,354,2,71,17
SS PIN VALVE,9954,2694,Laptops & Computting,Ss Pin Valve used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-P1TX,66257.13,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,100,10,20,21
HYDRAULIC CYLINDER OIL SEAL KIT,9954,2695,Store & Consumables,Hydraulic Cylinder Oil Seal Kit used in industrial plant operations. Category: Mechanical.,SKF,India,MCH-JU8D,72988.75,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,89,50,50,22
U CLAMP 10MM,9954,2696,Raw Material,U Clamp 10Mm used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-GHWD,40588.26,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,188,2,38,21
U CLAMP 8MM,9954,2697,Heavy Duty Valves,U Clamp 8Mm used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-W5TM,70348.38,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,217,10,43,21
U CLAMP 20MM,9954,2698,CNC Machined Parts,U Clamp 20Mm used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-DB10,61931.58,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,13,50,50,28
D SHACKLE 2 TON,9954,2699,Raw Material - Steel,D Shackle 2 Ton used in industrial plant operations. Category: General.,Generic,India,GEN-53JC,6546.3,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,237,10,47,11
D SHACKLE 43/4 TON DIA 3/4,9954,2700,Laptops & Computting,D Shackle 43/4 Ton Dia 3/4 used in industrial plant operations. Category: General.,Standard,India,GEN-7ZMW,29061.86,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,339,2,68,18
D SHACKLE 3/8,9954,2701,Store & Consumables,D Shackle 3/8 used in industrial plant operations. Category: General.,Local,India,GEN-MS0A,35866.29,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,87,50,50,16
D SHACKLE 2 TON 1/2,9954,2702,Raw Material,D Shackle 2 Ton 1/2 used in industrial plant operations. Category: General.,Standard,India,GEN-N8PP,8706.58,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,304,1,61,12
BELT FASTENER 1.5,9954,2703,Heavy Duty Valves,Belt Fastener 1.5 used in industrial plant operations. Category: General.,Local,India,GEN-RLTV,47630.72,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,176,2,35,19
C CLAMP 12,9954,2704,CNC Machined Parts,C Clamp 12 used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-YXAR,22409.83,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,306,25,61,14
AIR FILTER,9954,2705,Raw Material - Steel,Air Filter used in industrial plant operations. Category: General.,Standard,India,GEN-KS2Q,29595.23,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,42,10,10,19
DG FAN BELT,9954,2706,Laptops & Computting,Dg Fan Belt used in industrial plant operations. Category: General.,Standard,India,GEN-SVUW,15488.28,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,264,5,53,18
DIAPHRAGM VALVE COVER 1,9954,2707,Store & Consumables,Diaphragm Valve Cover 1 used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-Z4KK,71525.26,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,420,25,84,26
DIAPHRAGM VALVE COVER 1.5,9954,2708,Raw Material,Diaphragm Valve Cover 1.5 used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-4DRK,34429.33,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,115,10,23,25
HYDRAULIC OIL PUMP,9954,2709,Heavy Duty Valves,Hydraulic Oil Pump used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-UU9K,43862.56,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,145,5,29,19
DIRECETION CONTROL VALVE,9954,2710,CNC Machined Parts,Direcetion Control Valve used in industrial plant operations. Category: Mechanical.,SKF,India,MCH-2FX3,65700.29,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,97,1,19,27
SOLINOID VALVE,9954,2711,Raw Material - Steel,Solinoid Valve used in industrial plant operations. Category: Mechanical.,SKF,India,MCH-FERP,21811.86,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,19,25,25,16
OIL PUMP,9954,2712,Laptops & Computting,Oil Pump used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-UJT2,140.8,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,457,50,91,26
SOLINOID VALVE,9954,2713,Store & Consumables,Solinoid Valve used in industrial plant operations. Category: Mechanical.,SKF,India,MCH-ML3U,46452.19,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,144,50,50,15
OILPUMP,9954,2714,Raw Material,Oilpump used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-M9JF,72013.84,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,478,1,96,14
HYDRAULIC STRAINER,9954,2715,Heavy Duty Valves,Hydraulic Strainer used in industrial plant operations. Category: General.,Generic,India,GEN-HZ01,20284.19,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,464,25,93,15
TEMPERATURE GAUGE METER,9954,2716,CNC Machined Parts,Temperature Gauge Meter used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-G68P,14744.29,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,402,25,80,17
HYDRAULIC VALVE,9954,2717,Raw Material - Steel,Hydraulic Valve used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-9Y6L,33717.03,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,267,10,53,28
PVC GEAR COUPLING,9954,2718,Laptops & Computting,Pvc Gear Coupling used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-7YUF,65876.2,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,25,1,5,24
GEAR COUPLING OF HYDRAULIC,9954,2719,Store & Consumables,Gear Coupling Of Hydraulic used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-Q6EH,68928.16,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,496,5,99,16
SOLINOID VALVE,9954,2720,Raw Material,Solinoid Valve used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-WBSY,71606.44,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,429,5,86,16
VBELT C99,9954,2721,Heavy Duty Valves,Vbelt C99 used in industrial plant operations. Category: General.,Local,India,GEN-7N2E,16315.64,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,322,25,64,16
VBELT C100,9954,2722,CNC Machined Parts,Vbelt C100 used in industrial plant operations. Category: General.,Standard,India,GEN-E72G,42784.4,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,321,1,64,15
VBELT 4120/C160,9954,2723,Raw Material - Steel,Vbelt 4120/C160 used in industrial plant operations. Category: General.,OEM,India,GEN-HXYQ,1664.1,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,167,10,33,24
VBELT 5640/C220,9954,2724,Laptops & Computting,Vbelt 5640/C220 used in industrial plant operations. Category: General.,Standard,India,GEN-LK2N,11297.3,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,177,2,35,11
VBELT 4420/C172,9954,2725,Store & Consumables,Vbelt 4420/C172 used in industrial plant operations. Category: General.,OEM,India,GEN-ULSC,7031.56,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,383,5,77,13
VBELT 3920/C152,9954,2726,Raw Material,Vbelt 3920/C152 used in industrial plant operations. Category: General.,Generic,India,GEN-F46B,37102.91,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,75,50,50,12
VBELT 4070/C158,9954,2727,Heavy Duty Valves,Vbelt 4070/C158 used in industrial plant operations. Category: General.,Generic,India,GEN-7C0S,46172.16,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,83,50,50,17
VBELT C210,9954,2728,CNC Machined Parts,Vbelt C210 used in industrial plant operations. Category: General.,Standard,India,GEN-F2UU,12469.76,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,294,5,59,21
VBELT 1880/C72,9954,2729,Raw Material - Steel,Vbelt 1880/C72 used in industrial plant operations. Category: General.,Local,India,GEN-UFVL,34127.14,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,81,50,50,23
VBELT 1821LP/B70,9954,2730,Laptops & Computting,Vbelt 1821Lp/B70 used in industrial plant operations. Category: General.,Local,India,GEN-DDTS,30824.4,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,44,1,9,15
VBELT C173,9954,2731,Store & Consumables,Vbelt C173 used in industrial plant operations. Category: General.,Generic,India,GEN-TXNW,13064.65,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,167,5,33,17
VBELT 5390/C210,9954,2732,Raw Material,Vbelt 5390/C210 used in industrial plant operations. Category: General.,OEM,India,GEN-1XNE,22030.35,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,384,50,77,23
VBELT C132,9954,2733,Heavy Duty Valves,Vbelt C132 used in industrial plant operations. Category: General.,Local,India,GEN-D2RN,15153.96,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,245,2,49,14
VBELT 1470/B56,9954,2734,CNC Machined Parts,Vbelt 1470/B56 used in industrial plant operations. Category: General.,Local,India,GEN-4WBH,25625.15,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,123,2,25,11
VBELT SPB4000,9954,2735,Raw Material - Steel,Vbelt Spb4000 used in industrial plant operations. Category: General.,OEM,India,GEN-Q5CG,41309.81,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,480,25,96,12
VBELT C220,9954,2736,Laptops & Computting,Vbelt C220 used in industrial plant operations. Category: General.,Standard,India,GEN-7TT6,40641.84,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,44,5,9,22
ALARM ANNUNCIATOR 20-60,9954,2737,Store & Consumables,Alarm Annunciator 20-60 used in industrial plant operations. Category: General.,OEM,India,GEN-SSA4,21852.79,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,360,1,72,15
TIME DELAY RELAY 110VOLT,9954,2738,Raw Material,Time Delay Relay 110Volt used in industrial plant operations. Category: Electrical.,ABB,India,ELE-EZP4,32063.49,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,383,2,77,21
MCCB 125 AMP,9954,2739,Heavy Duty Valves,Mccb 125 Amp used in industrial plant operations. Category: General.,Generic,India,GEN-DVDQ,24022.64,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,152,10,30,17
VIBRATOR CARD,9954,2740,CNC Machined Parts,Vibrator Card used in industrial plant operations. Category: General.,Generic,India,GEN-0RNF,40491.79,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,487,1,97,14
CONTROL GEAR BOX 1-400,9954,2741,Raw Material - Steel,Control Gear Box 1-400 used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-HPVV,66660.54,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,144,5,29,14
COIL 110 VOLT,9954,2742,Laptops & Computting,Coil 110 Volt used in industrial plant operations. Category: Electrical.,L&T,India,ELE-VVAB,7423.99,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,255,2,51,23
HT FUSE 55 AMP (BARREL TYPE),9954,2743,Store & Consumables,Ht Fuse 55 Amp (Barrel Type) used in industrial plant operations. Category: Construction.,Tata Steel,India,CON-UH70,33163.3,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Nos,53,25,25,19
MCCB 250AMP,9954,2744,Raw Material,Mccb 250Amp used in industrial plant operations. Category: General.,Standard,India,GEN-YKKY,19615.15,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,490,25,98,22
MPCB 8-13 A,9954,2745,Heavy Duty Valves,Mpcb 8-13 A used in industrial plant operations. Category: General.,Local,India,GEN-X74W,22999.49,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,234,2,47,18
MPCB 10-16,9954,2746,CNC Machined Parts,Mpcb 10-16 used in industrial plant operations. Category: General.,Local,India,GEN-46M0,17556.77,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,74,25,25,21
MPCB 1-1.6,9954,2747,Raw Material - Steel,Mpcb 1-1.6 used in industrial plant operations. Category: General.,Generic,India,GEN-4BEQ,29273.59,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,285,25,57,20
CIRCUIT BREAKER 9-12 / 5 AMPS,9954,2748,Laptops & Computting,Circuit Breaker 9-12 / 5 Amps used in industrial plant operations. Category: General.,Generic,India,GEN-3LUX,45383.73,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,470,1,94,17
MPCB 14-20,9954,2749,Store & Consumables,Mpcb 14-20 used in industrial plant operations. Category: General.,Generic,India,GEN-71T7,13282.07,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,425,1,85,22
MPCB 1.6-2.4,9954,2750,Raw Material,Mpcb 1.6-2.4 used in industrial plant operations. Category: General.,Local,India,GEN-3HS5,26249,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,277,1,55,11
MPCB 6-10,9954,2751,Heavy Duty Valves,Mpcb 6-10 used in industrial plant operations. Category: General.,OEM,India,GEN-0XHT,37648.88,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,68,1,14,19
MPCB 36-52,9954,2752,CNC Machined Parts,Mpcb 36-52 used in industrial plant operations. Category: General.,OEM,India,GEN-W94C,47273.95,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,305,1,61,24
MPCB 16-25,9954,2753,Raw Material - Steel,Mpcb 16-25 used in industrial plant operations. Category: General.,Generic,India,GEN-1W78,36062.74,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,443,2,89,23
MPCB 22-32,9954,2754,Laptops & Computting,Mpcb 22-32 used in industrial plant operations. Category: General.,Generic,India,GEN-RVNF,43099.86,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,309,2,62,13
DP CAPASITOR,9954,2755,Store & Consumables,Dp Capasitor used in industrial plant operations. Category: General.,Local,India,GEN-D4LT,37592.73,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,247,50,50,10
MCB 10 AMP 1P,9954,2756,Raw Material,Mcb 10 Amp 1P used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-4LEP,111970.09,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,72,25,25,17
MCB 32AMP 3P,9954,2757,Heavy Duty Valves,Mcb 32Amp 3P used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-VA8U,127954.13,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,167,2,33,24
MCB 63 AMP 3P,9954,2758,CNC Machined Parts,Mcb 63 Amp 3P used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-LE0B,9048.81,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,433,25,87,26
MCB 6AMP 2P,9954,2759,Raw Material - Steel,Mcb 6Amp 2P used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-50BM,131922.08,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,118,50,50,21
MCB 10 AMP 2P,9954,2760,Laptops & Computting,Mcb 10 Amp 2P used in industrial plant operations. Category: Electrical.,ABB,India,ELE-P673,79733.26,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,204,10,41,16
MCB 16 AMP 2P,9954,2761,Store & Consumables,Mcb 16 Amp 2P used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-CZTW,85338.82,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,190,2,38,26
MCB 6 AMP 1P,9954,2762,Raw Material,Mcb 6 Amp 1P used in industrial plant operations. Category: Electrical.,L&T,India,ELE-CAML,131097.51,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,56,5,11,24
MCB 63 AMP 4P,9954,2763,Heavy Duty Valves,Mcb 63 Amp 4P used in industrial plant operations. Category: Electrical.,Havells,India,ELE-RJY5,123097.62,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,309,10,62,23
MCB 32 AMP 2P,9954,2764,CNC Machined Parts,Mcb 32 Amp 2P used in industrial plant operations. Category: Electrical.,ABB,India,ELE-N2DN,37065.68,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,347,2,69,27
MCB 32 AMP 4P,9954,2765,Raw Material - Steel,Mcb 32 Amp 4P used in industrial plant operations. Category: Electrical.,L&T,India,ELE-6SGA,23929.51,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,402,50,80,20
MCB 16 AMP 1P,9954,2766,Laptops & Computting,Mcb 16 Amp 1P used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-A7LT,56781.11,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,141,1,28,27
PRESSURE SWITCH,9954,2767,Store & Consumables,Pressure Switch used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-ZC6X,104545.87,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,334,2,67,19
SPARE COIL 110 VOLT,9954,2768,Raw Material,Spare Coil 110 Volt used in industrial plant operations. Category: Electrical.,L&T,India,ELE-5XL4,6619.48,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,73,1,15,17
ML2/3 CONTACTOR,9954,2769,Heavy Duty Valves,Ml2/3 Contactor used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-VASH,39756,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,224,2,45,20
COIL 3TF46-47,9954,2770,CNC Machined Parts,Coil 3Tf46-47 used in industrial plant operations. Category: Electrical.,ABB,India,ELE-7TDX,101529.54,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,69,25,25,26
BUFFER,9954,2771,Raw Material - Steel,Buffer used in industrial plant operations. Category: General.,OEM,India,GEN-W37V,28841.61,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,224,10,45,16
COIL SPARE KIT,9954,2772,Laptops & Computting,Coil Spare Kit used in industrial plant operations. Category: Electrical.,Havells,India,ELE-Z5YW,144785.47,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,301,2,60,16
COIL 24-30V DC,9954,2773,Store & Consumables,Coil 24-30V Dc used in industrial plant operations. Category: Electrical.,L&T,India,ELE-U57T,114836.06,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,396,5,79,15
COIL 3TF30-33-42-43 3TF4,9954,2774,Raw Material,Coil 3Tf30-33-42-43 3Tf4 used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-042U,133934.95,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,443,10,89,15
COIL 220V,9954,2775,Heavy Duty Valves,Coil 220V used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-KGXQ,83008.81,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,413,1,83,26
COIL 240 V,9954,2776,CNC Machined Parts,Coil 240 V used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-4322,5460.2,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,494,2,99,23
COIL MK-1 230-250V,9954,2777,Raw Material - Steel,Coil Mk-1 230-250V used in industrial plant operations. Category: Electrical.,L&T,India,ELE-16TG,70590.01,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,272,2,54,25
CURRENT TRANSFORMER VA-5,9954,2778,Laptops & Computting,Current Transformer Va-5 used in industrial plant operations. Category: Electrical.,ABB,India,ELE-HKSA,37810.12,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,377,1,75,23
CURRENT TRANSFORMER VA-15,9954,2779,Store & Consumables,Current Transformer Va-15 used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-XD8G,123920.52,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,21,2,4,22
